Stil,Artist,Track,Beliebtheit,Akustik,Tanzbarkeit,Dauer
Alternative,The Black Keys,Lo/Hi,66,0.0151,0.606,177768
Alternative,ChocQuibTown,Pa Olvidarte (feat. Manuel Turizo) - Remix,76,0.0441,0.724,256418
Alternative,Joji,Pills,60,0.582,0.421,187134
Alternative,Weathers,Happy Pills,61,0.00327,0.521,203080
Alternative,Stone Temple Pilots,Plush - 2017 Remaster,59,0.00671,0.426,313947
Alternative,Korn,Falling Away from Me,66,0.00014,0.468,270920
Alternative,Avenged Sevenfold,Welcome to the Family,63,0.00267,0.567,245573
Alternative,Jhene Aiko,Promises,60,0.671,0.494,297493
Alternative,Hollywood Undead,Undead,62,0.0146,0.511,265053
Alternative,Rob Zombie,Dragula,66,8.74E-05,0.591,222827
Alternative,Avenged Sevenfold,Afterlife,65,0.000429,0.487,352427
Alternative,Dominic Fike,King of Everything,60,0.784,0.636,194360
Alternative,Nine Inch Nails,Closer,61,0.000311,0.585,373000
Alternative,Radiohead,High And Dry,70,0.0718,0.418,257480
Alternative,Electric Guest,Oh Devil - Radio Version,57,0.184,0.894,217387
Alternative,Frank Ocean,Pyramids,61,0.0134,0.405,592920
Alternative,The Score,Stronger,64,0.0232,0.267,190987
Alternative,Frank Ocean,Forrest Gump,61,0.0998,0.678,194840
Alternative,Kali Uchis,Dead To Me,61,0.432,0.675,199506
Alternative,Rise Against,Prayer Of The Refugee,63,0.00228,0.253,199387
Alternative,Sabrina Claudio,Confidently Lost,63,0.272,0.666,209885
Alternative,Poolside,Harvest Moon,63,0.288,0.782,368784
Alternative,Alex Clare,Too Close,56,0.0137,0.579,256560
Alternative,Ari Lennox,Broke (feat. JID),61,0.173,0.894,242000
Alternative,Stone Sour,Bother,63,0.388,0.272,240400
Alternative,The Score,Glory,64,0.111,0.564,166693
Alternative,Hoobastank,The Reason,71,0.0105,0.474,232800
Alternative,Still Woozy,Wolfcat,60,0.759,0.667,174222
Alternative,grandson,Bury Me Face Down,62,0.0187,0.39,231667
Alternative,Audioslave,Cochise,64,0.000519,0.452,222027
Alternative,Teyana Taylor,Issues/Hold On,65,0.833,0.528,185979
Alternative,Five Finger Death Punch,House of the Rising Sun,58,0.00183,0.469,247388
Alternative,The Revivalists,Change,59,0.00133,0.508,229453
Alternative,DREAMERS,Sweet Disaster,61,0.00877,0.518,205173
Alternative,Soul Asylum,Runaway Train,66,0.0132,0.613,265867
Alternative,Staind,Mudshovel,60,0.000224,0.328,282093
Alternative,Godsmack,Cryin' Like A Bitch!!,63,7.19E-05,0.543,201667
Alternative,Des Rocs,Let Me Live / Let Me Die,66,0.034,0.51,207142
Alternative,Foo Fighters,Everlong - Acoustic Version,68,0.909,0.643,250907
Alternative,Linkin Park,Faint,65,0.111,0.554,162600
Alternative,Coheed and Cambria,Welcome Home,60,0.00648,0.442,374973
Alternative,Phil Wickham,This Is Amazing Grace,60,0.0042,0.512,279787
Alternative,Nine Inch Nails,Head Like A Hole,61,0.0091,0.668,299640
Alternative,Sonder,Too Fast,61,0.316,0.395,308006
Alternative,Steve Lacy,Some,58,0.00548,0.784,118393
Alternative,Dominic Fike,Rollerblades,60,0.54,0.566,134067
Alternative,Puddle Of Mudd,Control,60,0.00308,0.444,230067
Alternative,Berhana,Janet,61,0.354,0.81,204000
Alternative,Nickelback,Animals,57,0.000722,0.572,186600
Alternative,WATCH THE DUCK,Making Luv To The Beat (feat. T.I. & DJ E-Feezy) - MERCE Remix,56,0.0335,0.77,249231
Alternative,Badflower,Heroin,57,0.204,0.503,281227
Alternative,Soundgarden,Outshined,61,0.000197,0.316,311000
Alternative,R.E.M.,It's The End Of The World As We Know It (And I Feel Fine),63,0.026,0.383,246933
Alternative,Oliver Tree,Welcome to LA,58,0.0142,0.666,151654
Alternative,Broken Bells,The High Road,63,0.0682,0.61,232200
Alternative,Young the Giant,Silvertongue,62,0.00975,0.673,197427
Alternative,The Offspring,Pretty Fly (For A White Guy),70,0.112,0.722,188667
Alternative,Badflower,Ghost,56,0.0106,0.505,259428
Alternative,The Shins,New Slang,68,0.605,0.669,231173
Alternative,GoldLink,Maniac,63,0.0674,0.812,189613
Alternative,Collective Soul,The World I Know,61,0.0515,0.514,255467
Alternative,Slipknot,Wait and Bleed,67,0.00208,0.382,147840
Alternative,Steve Lacy,N Side,58,0.072,0.838,224444
Alternative,The Black Keys,Gold on the Ceiling,66,0.00772,0.505,224333
Alternative,Rage Against The Machine,Testify,63,0.0261,0.47,210133
Alternative,Staind,Outside - Original,58,0.00844,0.515,293133
Alternative,Barns Courtney,Fire,63,0.21,0.548,197520
Alternative,Slipknot,Snuff,66,0.012,0.544,276147
Alternative,Grouplove,Ways to Go,62,0.00338,0.577,215520
Alternative,Ryan Trey,Nowhere To Run,61,0.0878,0.721,221358
Alternative,Three Days Grace,I Am Machine,64,1.29E-05,0.402,200147
Alternative,Pixies,Where Is My Mind?,70,0.0189,0.523,236973
Alternative,6LACK,Stan,58,0.82,0.447,303750
Alternative,Limp Bizkit,Rollin' (Air Raid Vehicle),70,0.00506,0.599,213760
Alternative,The Neighbourhood,Cry Baby,65,0.00269,0.581,235160
Alternative,Audioslave,I Am the Highway,63,0.105,0.341,334907
Alternative,Alice In Chains,Them Bones,60,0.0235,0.159,149467
Alternative,The 1975,Give Yourself A Try,64,3.06E-05,0.313,196589
Alternative,Smino,Z4L (with Bari & Jay2),60,0.0779,0.822,162591
Alternative,Mudvayne,Happy?,64,0.000823,0.546,216427
Alternative,The 1975,I Always Wanna Die (Sometimes),64,0.00499,0.368,314663
Alternative,Cake,The Distance,62,0.00796,0.463,179653
Alternative,Sabrina Claudio,Frozen,62,0.741,0.486,244910
Alternative,Godsmack,When Legends Rise,60,0.000236,0.44,172826
Alternative,Doja Cat,MOOO!,60,0.461,0.878,286517
Alternative,Yeah Yeah Yeahs,Maps,62,0.000413,0.502,219987
Alternative,Nickelback,Someday,64,0.000616,0.455,207467
Alternative,The Black Keys,Go,64,0.0428,0.478,146597
Alternative,Stone Temple Pilots,Creep - 2017 Remaster,58,0.00483,0.662,334387
Alternative,The Score,Revolution,62,0.0599,0.572,231987
Alternative,Beastie Boys,Fight For Your Right,65,0.129,0.673,207400
Alternative,Counting Crows,Big Yellow Taxi,60,0.00295,0.678,225573
Alternative,Black Veil Brides,In The End,57,0.000193,0.447,228280
Alternative,Pantera,Cowboys from Hell,67,0.00437,0.415,243533
Alternative,McCafferty,Beachboy,56,0.0413,0.431,199341
Alternative,Brent Faiyaz,Poison,63,0.711,0.689,212992
Alternative,Puddle Of Mudd,Psycho,58,0.00838,0.58,210653
Alternative,Young the Giant,My Body,62,0.0011,0.488,244400
Alternative,Nirvana,All Apologies,63,0.0824,0.447,233173
Alternative,Nirvana,Where Did You Sleep Last Night,66,0.624,0.538,308307
Alternative,Shinedown,Enemies,61,0.00159,0.507,188093
Alternative,311,Beautiful Disaster,58,0.000387,0.576,238400
Alternative,Temple Of The Dog,Hunger Strike,57,0.025,0.369,246267
Alternative,Better Than Ezra,Good,59,0.000372,0.615,185093
Alternative,Killswitch Engage,My Curse,65,7.61E-05,0.197,244773
Alternative,Live,I Alone,59,0.00252,0.406,231133
Alternative,A Tribe Called Quest,Can I Kick It?,68,0.173,0.848,251573
Alternative,Silverchair,Tomorrow - Remastered,61,0.000658,0.292,266280
Alternative,Skillet,Not Gonna Die,62,0.0106,0.445,225280
Alternative,System Of A Down,Sugar,64,0.00167,0.451,153800
Alternative,Bush,Comedown,57,6.54E-05,0.46,326667
Alternative,Still Woozy,Foolsong,58,0.178,0.692,173167
Alternative,In This Moment,Whore,61,0.0254,0.604,245533
Alternative,The Fratellis,Chelsea Dagger,59,0.0468,0.519,215173
Alternative,Passion,Glorious Day - Live,61,0.00289,0.49,298520
Alternative,Days Of The New,"Touch, Peel And Stand",58,0.05,0.58,297147
Alternative,Solange,Almeda,63,0.0227,0.827,236120
Alternative,Freddie Gibbs,Crime Pays,62,0.139,0.608,182680
Alternative,Cake,Short Skirt / Long Jacket,61,0.0028,0.778,204133
Alternative,6LACK,Nonchalant,63,0.337,0.569,183265
Alternative,Korn,Got the Life,65,1.88E-05,0.501,225307
Alternative,Foo Fighters,The Sky Is A Neighborhood,66,0.000799,0.358,244573
Alternative,Pearl Jam,Daughter (Remastered),65,0.00746,0.615,234333
Alternative,X Ambassadors,HEY CHILD,64,0.00499,0.697,208653
Alternative,tobi lou,Buff Baby,59,0.19,0.736,215385
Alternative,Saliva,Always,59,0.0122,0.363,231200
Alternative,Run The Jewels,Legend Has It,57,0.0257,0.828,205867
Alternative,Jakob Ogawa,Velvet Light,60,0.75,0.67,141587
Alternative,KAYTRANADA,CHANCES,63,0.204,0.835,218200
Alternative,The Neighbourhood,Scary Love,65,9.45E-05,0.595,222667
Alternative,The Neighbourhood,R.I.P. 2 My Youth,63,0.00216,0.353,205280
Alternative,Smile Empty Soul,Bottom of a Bottle,60,0.00236,0.537,221827
Alternative,Matt Maher,"Lord, I Need You",62,0.517,0.457,205667
Alternative,Electric Guest,Oh Devil,56,0.122,0.903,217587
Alternative,Ari Lennox,Night Drive,61,0.0717,0.816,150133
Alternative,Three Days Grace,The Mountain,63,0.000572,0.492,198360
Alternative,Tom Morello,Can't Stop The Bleeding (feat. Gary Clark Jr. & Gramatik),56,0.00283,0.523,278298
Alternative,Beastie Boys,No Sleep Till Brooklyn,62,0.135,0.756,246893
Alternative,Jane's Addiction,Jane Says,62,0.0387,0.426,286987
Alternative,Jhene Aiko,Wasted Love Freestyle,56,0.879,0.484,227133
Alternative,Breaking Benjamin,Red Cold River,60,0.000248,0.376,200907
Alternative,GoldLink,Got Friends,62,0.104,0.691,226963
Alternative,Breaking Benjamin,Blood,62,3.83E-05,0.478,189120
Alternative,Evanescence,Call Me When You're Sober,62,0.00193,0.45,214707
Alternative,Young the Giant,Heat of the Summer,61,0.00515,0.602,211387
Alternative,one sonic society,Great Are You Lord,60,0.0832,0.492,232379
Alternative,Passion Pit,Sleepyhead,62,0.0892,0.568,174760
Alternative,Fuel,Shimmer - Single Version,55,0.00236,0.479,214107
Alternative,Godsmack,Awake,62,1.84E-05,0.406,304373
Alternative,Five Finger Death Punch,Lift Me Up,57,9.72E-05,0.52,246209
Alternative,Dijon,Skin,60,0.512,0.674,230625
Alternative,Stone Sour,Absolute Zero,64,0.000108,0.552,229840
Alternative,Red Hot Chili Peppers,Soul to Squeeze,62,0.0322,0.663,289533
Alternative,Skillet,Whispers in the Dark,61,0.000644,0.509,204347
Alternative,Mahalia,I Wish I Missed My Ex,66,0.319,0.68,205263
Alternative,Papa Roach,Scars,60,0.0948,0.384,208186
Alternative,Gorillaz,Saturnz Barz (feat. Popcaan),62,0.0272,0.383,181907
Alternative,for KING & COUNTRY,joy.,61,0.0102,0.68,233947
Alternative,Two Door Cinema Club,Something Good Can Work,59,0.00583,0.648,164187
Alternative,BANKS,Contaminated,63,0.732,0.475,280680
Alternative,MercyMe,Even If,57,0.379,0.335,255160
Alternative,Newsboys,God's Not Dead (Like A Lion),59,0.000479,0.516,258453
Alternative,The Black Keys,Eagle Birds,65,0.0471,0.512,160543
Alternative,Earl Sweatshirt,Chum,62,0.0216,0.51,243773
Alternative,The Internet,Girl,63,0.536,0.568,415613
Alternative,Sum 41,Still Waiting,59,0.000859,0.424,158733
Alternative,Papa Roach,Born For Greatness,64,0.0571,0.525,227847
Alternative,Linkin Park,Somewhere I Belong,61,0.00038,0.451,213933
Alternative,Egypt Central,White Rabbit,58,0.00209,0.489,217787
Alternative,MISSIO,I See You,60,0.000484,0.461,228736
Alternative,3 Doors Down,It's Not My Time,58,0.00133,0.532,241960
Alternative,Casting Crowns,Only Jesus,59,0.154,0.572,223907
Alternative,Nine Inch Nails,The Hand That Feeds,58,0.0187,0.595,211680
Alternative,Alina Baraz,Floating (feat. Khalid) [filous Remix],62,0.472,0.757,200865
Alternative,Steve Lacy,Only If,56,0.105,0.811,100563
Alternative,The 1975,Love Me,57,0.00925,0.624,222040
Alternative,DREAMERS,Die Happy,61,0.000431,0.573,186903
Alternative,grandson,Best Friends,60,0.000719,0.506,179840
Alternative,Alice In Chains,No Excuses,60,0.0206,0.527,255573
Alternative,MercyMe,Best News Ever,57,0.013,0.584,179120
Alternative,Barns Courtney,Glitter & Gold,64,0.374,0.487,176093
Alternative,The Black Keys,Tighten Up,60,0.00121,0.504,211080
Alternative,Smino,Wild Irish Roses,60,0.573,0.632,169320
Alternative,Kali Uchis,Tyrant (feat. Jorja Smith),62,0.142,0.422,204290
Alternative,Slipknot,Solway Firth,0,0.000347,0.214,355540
Alternative,Gorillaz,Dirty Harry,62,0.0315,0.625,230426
Alternative,Deftones,My Own Summer (Shove It),62,1.33E-05,0.443,214760
Alternative,Never Shout Never,cheatercheaterbestfriendeater,57,0.388,0.768,178144
Alternative,I AM THEY,Scars,60,0.048,0.417,238307
Alternative,Freddie Gibbs,Practice,59,0.808,0.452,174800
Alternative,Breaking Benjamin,Breath,57,0.00014,0.351,218467
Alternative,Rammstein,Du hast,63,0.00369,0.64,234227
Alternative,Marilyn Manson,Sweet Dreams (Are Made Of This),61,0.00516,0.21,293293
Alternative,Majid Jordan,One I Want (feat. PARTYNEXTDOOR),59,0.257,0.913,212547
Alternative,Chevelle,Face to the Floor,57,1.25E-05,0.515,218560
Alternative,Skillet,Legendary,61,0.00033,0.548,244538
Alternative,Joji,SLOW DANCING IN THE DARK - Loud Luxury Remix,59,0.00616,0.752,176414
Alternative,Dominic Fike,Westcoast Collective,58,0.542,0.682,107280
Alternative,Smash Mouth,Walkin' On The Sun,62,0.346,0.745,207787
Alternative,Alina Baraz,Make You Feel,59,0.787,0.7,220800
Alternative,6LACK,Unfair,58,0.789,0.39,136916
Alternative,Blur,Song 2 - 2012 Remaster,72,0.00178,0.674,121160
Alternative,Wolfmother,Joker And The Thief,63,0.0452,0.264,280467
Alternative,System Of A Down,Hypnotize,64,0.0303,0.274,189440
Alternative,Five Finger Death Punch,Under and Over It,57,1.41E-05,0.468,218133
Alternative,Casting Crowns,Nobody (feat. Matthew West),59,0.458,0.561,206400
Alternative,A Perfect Circle,The Outsider,60,0.000111,0.328,246000
Alternative,Disturbed,Are You Ready,62,0.000107,0.392,261680
Alternative,Pop Evil,Be Legendary,60,4.81E-05,0.547,203274
Alternative,Shinedown,Diamond Eyes (Boom-Lay Boom-Lay Boom),60,0.000254,0.516,336113
Alternative,Foo Fighters,"These Days - Live at the Roundhouse, London, UK - July 2011",43,0.116,0.314,351253
Alternative,Shinedown,Call Me,59,0.438,0.413,222200
Alternative,Nickelback,Photograph,64,0.000932,0.513,258920
Alternative,KAYTRANADA,DYSFUNCTIONAL,62,0.00113,0.808,240758
Alternative,Crossfade,Colors,58,0.00174,0.337,198533
Alternative,Rage Against The Machine,Sleep Now In the Fire,62,0.00162,0.426,205600
Alternative,Choker,Lucky,57,0.906,0.477,251034
Alternative,Stone Temple Pilots,Plush - Acoustic,64,0.712,0.644,230293
Alternative,Papa Roach,Elevate,63,0.0226,0.666,191565
Alternative,Framing Hanley,Lollipop,57,0.000484,0.348,187907
Alternative,Otherwise,Soldiers,59,0.0095,0.592,241849
Alternative,Kiana Led̩,EX - Remix,63,0.326,0.775,196133
Alternative,Phony Ppl,Why iii Love The Moon.,61,0.547,0.706,331827
Alternative,Theory of a Deadman,Bitch Came Back,60,0.00122,0.58,219360
Alternative,Omar Apollo,Brakelights,59,0.597,0.695,168387
Alternative,Mac Ayres,Slow Down,62,0.892,0.729,234595
Alternative,Pearl Jam,Better Man - Remastered,63,0.165,0.445,268587
Alternative,Sugar Ray,Someday - Remastered,59,0.0108,0.743,243333
Alternative,Foo Fighters,"The Pretender - Live at the Roundhouse, London, UK - July 2011",37,0.00427,0.186,335547
Alternative,The Black Crowes,Hard To Handle,66,0.00257,0.599,188067
Alternative,Grizfolk,Bob Marley,57,0.0151,0.562,216067
Alternative,Daveed Diggs,The Election of 1800,57,0.319,0.731,237983
Alternative,The 1975,She's American,56,0.175,0.643,270107
Alternative,Foo Fighters,"Everlong - Live at the Roundhouse, London, UK - July 2011",35,0.000531,0.175,323693
Alternative,Jhene Aiko,Bed Peace,61,0.264,0.633,256080
Alternative,Blues Traveler,Run-Around,58,0.0721,0.58,280093
Alternative,Foo Fighters,"Walk - Live at the Roundhouse, London, UK - July 2011",35,0.000797,0.228,268493
Alternative,Foo Fighters,"White Limo - Live at the Roundhouse, London, UK - July 2011",35,0.000215,0.222,194453
Alternative,MISSIO,Twisted,61,0.00532,0.577,222707
Alternative,Francesca Battistelli,Holy Spirit,58,0.00318,0.381,302577
Alternative,Foo Fighters,"Arlandria - Live at the Roundhouse, London, UK - July 2011",35,0.0165,0.405,343947
Alternative,Sabrina Claudio,Unravel Me,61,0.476,0.387,245158
Alternative,Big K.R.I.T.,Prove It (feat. J. Cole),62,0.265,0.775,202184
Alternative,Gorillaz,Tranz,62,0.0324,0.649,162627
Alternative,Korn,You'll Never Find Me,65,9.07E-05,0.581,220881
Alternative,Joji,Bitter Fuck,59,0.426,0.804,154443
Alternative,Oliver Tree,Cheapskate,57,0.56,0.428,177172
Alternative,BANKS,What About Love,55,0.924,0.391,258290
Alternative,Linkin Park,Leave Out All The Rest,65,0.209,0.509,209307
Alternative,Linkin Park,CASTLE OF GLASS,67,0.0686,0.615,205400
Alternative,Audioslave,Doesn't Remind Me,61,0.117,0.439,255000
Alternative,The 1975,Robbers,59,0.000467,0.617,254510
Alternative,The Score,Born For This,62,0.0576,0.631,234013
Alternative,Three Days Grace,Right Left Wrong,61,0.0036,0.489,236693
Alternative,Steve Lacy,Playground,57,0.113,0.482,213798
Alternative,Marilyn Manson,The Beautiful People,66,0.00106,0.639,218827
Alternative,NEEDTOBREATHE,Brother (feat. Gavin DeGraw),62,0.135,0.526,208205
Alternative,X Ambassadors,Jungle,62,0.000821,0.389,189707
Alternative,6LACK,Cutting Ties,62,0.0099,0.788,261703
Alternative,Smino,Amphetamine,60,0.704,0.523,469831
Alternative,Three Days Grace,Painkiller,63,0.00021,0.376,179160
Alternative,Skillet,Save Me,61,0.000377,0.556,223241
Alternative,Story Of The Year,Until the Day I Die,62,0.127,0.597,235200
Alternative,SG Lewis,Better - SG Lewis x Clairo,63,0.05,0.699,193762
Alternative,Velvet Revolver,Slither,59,0.000266,0.478,248307
Alternative,Souly Had,Crush,56,0.349,0.814,164560
Alternative,The Naked And Famous,Young Blood,63,5.63E-05,0.579,246600
Alternative,Welshly Arms,Legendary,68,0.0458,0.537,232173
Alternative,The Pharcyde,Passin' Me By,64,0.0903,0.759,303493
Alternative,ODIE,North Face,59,0.792,0.802,196800
Alternative,Rage Against The Machine,Renegades Of Funk,62,0.00184,0.651,274160
Alternative,X Ambassadors,CONFIDENCE (feat. K.Flay),62,0.0675,0.628,173373
Alternative,Godsmack,Bulletproof,58,0.000198,0.39,177048
Alternative,Florence + The Machine,You've Got The Love,59,0.00455,0.574,168667
Alternative,Justine Skye,Know Myself,64,0.474,0.776,167493
Alternative,Nirvana,About A Girl,64,1.87E-05,0.409,166640
Alternative,Avenged Sevenfold,So Far Away,63,0.00847,0.286,326813
Alternative,Avenged Sevenfold,Buried Alive,61,0.00116,0.607,404387
Alternative,Five Finger Death Punch,Remember Everything,56,0.00943,0.368,278813
Alternative,The Revivalists,All My Friends,56,0.111,0.602,218333
Alternative,Monte Booker,Mona Lisa,56,0.692,0.586,184889
Alternative,GoldLink,Cokewhite (feat. Pusha T),61,0.0202,0.771,205267
Alternative,The 1975,Girls,57,0.00456,0.663,254620
Alternative,Kid Rock,Only God Knows Why,57,0.0569,0.628,327667
Alternative,Freddie Gibbs,Half Manne Half Cocaine,61,0.358,0.617,192267
Alternative,Disturbed,Inside the Fire,62,0.000233,0.463,231573
Alternative,Linkin Park,A Place for My Head,64,0.0144,0.603,184640
Alternative,Pearl Jam,Just Breathe,65,0.697,0.431,215853
Alternative,BANKS,Sawzall,58,0.813,0.529,219907
Alternative,The Drums,Money,59,0.216,0.603,233655
Alternative,Audioslave,Be Yourself,66,0.178,0.424,278973
Alternative,Linkin Park,New Divide,66,0.000235,0.493,268613
Alternative,From Ashes to New,Through It All,57,0.00355,0.524,213053
Alternative,Justice,D.A.N.C.E,65,0.034,0.613,242267
Alternative,SiR,D'Evils,63,0.00558,0.784,171818
Alternative,Foo Fighters,Walk,65,3.62E-05,0.231,255960
Alternative,The Goo Goo Dolls,Sympathy,61,0.25,0.546,178147
Alternative,Bad Wolves,Hear Me Now (feat. DIAMANTE),58,0.00343,0.338,219760
Alternative,Skillet,Anchor,58,0.0063,0.22,216800
Alternative,Big Daddy Weave,The Lion and the Lamb,57,0.103,0.367,306253
Alternative,Default,Wasting My Time,59,0.00171,0.449,269307
Alternative,Yeah Yeah Yeahs,Heads Will Roll,58,0.00025,0.56,221000
Alternative,The Score,Stay,61,0.0018,0.519,181147
Alternative,Linkin Park,Breaking the Habit,56,0.108,0.579,196907
Alternative,Masego,Sunday Vibes,59,0.259,0.677,226168
Alternative,Phil Wickham,Living Hope,58,0.0304,0.211,327000
Alternative,Big K.R.I.T.,High End Country (Interlude),21,0.551,0.629,46422
Alternative,Jakob Ogawa,Let It Pass,60,0.0803,0.586,126698
Alternative,The Strokes,You Only Live Once,63,0.0238,0.63,189227
Alternative,Temple Of The Dog,Hunger Strike - 25th Anniversary Mix,61,0.0249,0.384,246267
Alternative,Sir Sly,High,60,0.00535,0.749,231897
Alternative,Alanis Morissette,Hand in My Pocket - 2015 Remaster,64,0.135,0.657,222013
Alternative,Hole,Celebrity Skin,63,9.44E-06,0.438,162667
Alternative,Asiahn,Like You,60,0.383,0.616,184033
Alternative,Freddie Gibbs,Freestyle S**t,61,0.24,0.45,148307
Alternative,Fuel,Hemorrhage (In My Hands),57,0.000142,0.315,237347
Alternative,Breaking Benjamin,Ashes of Eden,60,0.0561,0.241,293640
Alternative,Florence + The Machine,Jenny of Oldstones (Game of Thrones),66,0.931,0.27,188639
Alternative,Monte Booker,Kolors ft. Smino,55,0.266,0.715,177856
Alternative,6LACK,East Atlanta Love Letter (feat. Future),62,0.367,0.6,246088
Alternative,Trevor Daniel,Mess,58,0.124,0.655,168484
Alternative,Sir Sly,&Run,59,0.0213,0.759,226587
Alternative,Phil Wickham,Till I Found You,58,0.0597,0.373,240267
Alternative,MISSIO,Bottom Of The Deep Blue Sea,59,0.0248,0.573,231587
Alternative,Oliver Tree,Hurt - NGHTMRE Remix,55,0.00966,0.539,226207
Alternative,Linkin Park,Shadow of the Day,63,0.00479,0.534,290360
Alternative,New Medicine,Fire Up The Night,58,0.0601,0.599,179240
Alternative,Freddie Gibbs,Fake Names,61,0.151,0.49,224200
Alternative,Tierra Whack,Wasteland,58,0.749,0.511,183283
Alternative,The Black Keys,Tell Me Lies,64,0.295,0.436,219891
Alternative,zack villere,Sand People,57,0.864,0.597,156781
Alternative,KAYTRANADA,GLOWED UP,60,0.036,0.681,298027
Alternative,The Score,Higher,61,0.00462,0.498,214613
Alternative,Saba,LIFE,60,0.0192,0.902,162750
Alternative,Three Days Grace,Infra-Red,62,0.00115,0.568,230933
Alternative,Tierra Whack,Unemployed,56,0.0366,0.875,168661
Alternative,Escape the Fate,One For the Money,60,0.000328,0.525,199950
Alternative,MISSIO,Everybody Gets High,59,0.0234,0.432,212093
Alternative,Stone Sour,Song #3,63,0.00264,0.481,256533
Alternative,Snoh Aalegra,Fool For You,62,0.846,0.58,194303
Alternative,Breaking Benjamin,Failure,59,2.99E-05,0.462,214853
Alternative,Chris Tomlin,Our God,60,0.00998,0.509,285160
Alternative,The Band Of Heathens,Hurricane,59,0.39,0.362,319228
Alternative,QUIN,MUSHROOM CHOCOLATE (with 6LACK),59,0.764,0.728,226638
Alternative,Mereba,Sandstorm (feat. JID),57,0.59,0.637,179027
Alternative,All That Remains,Two Weeks,58,0.00174,0.564,257347
Alternative,Blood Orange,Gold Teeth,58,0.102,0.89,181629
Alternative,Disturbed,The Vengeful One,62,0.000213,0.238,252003
Alternative,Creed,My Own Prison,58,0.0277,0.505,298800
Alternative,Catfish and the Bottlemen,Longshot,65,0.00381,0.481,232960
Alternative,LCD Soundsystem,Dance Yrself Clean,60,0.00557,0.739,536471
Alternative,Linkin Park,Lying from You,56,0.00777,0.535,175373
Alternative,Kota the Friend,Colorado,60,0.453,0.905,206500
Alternative,Nirvana,Lake Of Fire,63,0.293,0.53,175907
Alternative,Three Days Grace,Time of Dying,61,0.00105,0.306,186373
Alternative,Beastie Boys,Sabotage - Remastered 2009,61,0.00497,0.32,178293
Alternative,Casting Crowns,Who Am I,61,0.434,0.545,335907
Alternative,R.E.M.,Everybody Hurts,69,0.615,0.467,320267
Alternative,Five Finger Death Punch,The Pride,56,8.96E-06,0.492,203813
Alternative,Lecrae,I'll Find You,58,0.131,0.745,218213
Alternative,Steve Lacy,Basement Jack,55,0.148,0.644,109819
Alternative,311,Love Song,57,0.0154,0.625,211693
Alternative,MGMT,When You Die,63,0.0946,0.645,263880
Alternative,The Neighbourhood,Void,61,0.047,0.534,203667
Alternative,zack villere,Bloo,56,0.571,0.622,191985
Alternative,Gorillaz,Andromeda (feat. DRAM),61,0.003,0.788,197547
Alternative,Summer Walker,Deep,60,0.626,0.646,92093
Alternative,Avenged Sevenfold,A Little Piece of Heaven,63,0.0244,0.486,480707
Alternative,grandson,Overdose,57,0.00251,0.529,231213
Alternative,Badflower,Promise Me,55,0.00462,0.591,229667
Alternative,Ab-Soul,Bloody Waters (with Anderson .Paak & James Blake),63,0.185,0.507,272307
Alternative,Atreyu,The Time Is Now,62,0.00926,0.481,199959
Alternative,Nothing More,Jenny,55,0.00107,0.525,236600
Alternative,Death From Above 1979,Freeze Me,60,0.000827,0.512,198081
Alternative,BANKS,If We Were Made Of Water,56,0.866,0.4,204040
Alternative,Spacehog,In the Meantime,59,0.083,0.269,299507
Alternative,The Driver Era,Preacher Man,56,0.00209,0.689,219390
Alternative,Caesars,Jerk It Out,54,0.0171,0.58,195667
Alternative,Action Bronson,Baby Blue (feat. Chance the Rapper),62,0.247,0.828,280160
Alternative,Godsmack,Love-Hate-Sex-Pain,59,6.07E-05,0.215,315453
Alternative,KAYTRANADA,YOU'RE THE ONE,62,0.0323,0.824,227707
Alternative,James Blake,Retrograde,63,0.871,0.289,223600
Alternative,Frank Ocean,Pretty Sweet,57,0.258,0.201,158478
Alternative,Breaking Benjamin,Dance With The Devil,60,0.000246,0.345,227107
Alternative,Danzig,Mother,63,0.01,0.364,204867
Alternative,6LACK,One Way (feat. T-Pain) - Bonus,61,0.73,0.425,286957
Alternative,Linkin Park,Given Up,63,0.00117,0.655,189293
Alternative,Incubus,Dig,59,0.0293,0.45,257253
Alternative,Rammstein,DEUTSCHLAND,72,5.54E-05,0.521,322340
Alternative,The Strokes,Under Cover of Darkness,64,0.00419,0.357,235547
Alternative,Seether,Nobody Praying For Me,60,0.00326,0.541,197800
Alternative,Omar Apollo,Erase,59,0.688,0.657,236794
Alternative,Arcade Fire,Wake Up,63,0.12,0.252,335333
Alternative,Stone Temple Pilots,Vasoline,58,0.00141,0.297,174760
Alternative,Freddie Gibbs,Cataracts,59,0.149,0.293,219827
Alternative,Yuna,Crush,59,0.366,0.678,243133
Alternative,Matt Redman,"10,000 Reasons (Bless The Lord) - Live",62,0.514,0.458,342493
Alternative,The Score,Dreamin (with blackbear),60,0.00252,0.609,198640
Alternative,The Unlikely Candidates,Novocaine,61,0.00191,0.652,245240
Alternative,Filter,Hey Man Nice Shot,59,0.00214,0.479,314440
Alternative,Five Finger Death Punch,I Apologize,55,0.00068,0.505,242956
Alternative,The Black Keys,Every Little Thing,64,0.0175,0.525,199784
Alternative,Crowder,Come As You Are,57,0.619,0.455,289747
